Word,V.Mean.Sum,V.SD.Sum,A.Mean.Sum,A.SD.Sum,D.Mean.Sum,D.SD.Sum
chofer,5.42,2.36,4.7,1.58,5.33,2.03
choque,3.96,1.77,5.67,2.18,4.32,2.5
choque,2.9,2.03,4.55,2.94,3.3,2.24
choque,3.9,2.05,5.95,2.86,5.79,2.94
chorro,5.32,1.73,5.57,2.23,5.19,2.11
chorro,5.67,2.37,4.56,2.33,4.79,2.35
chorrocientos,5.81,2.23,4.26,2.83,4.89,2.72
choza,5.1,1.58,2.91,2.09,5.7,1.98
choza,3.89,1.63,3.33,1.98,4.35,2.23
chubasco,4.32,1.49,4.1,2.57,4.68,2.15
chuchería,5.71,1.93,3.83,2.25,4.67,2.54
chucho,4.84,2.63,4.14,2.25,4.5,2.19
chuck,5.06,1.63,3.95,2.79,5.04,1.71
chucrut,5.5,1.79,3.9,2.07,5.12,2.22
chug,5.2,1.88,3.19,2.2,5.68,2.06
chuleta ternera,5.55,1.65,4.46,2.63,5.33,2.22
chulo,3.05,2.38,4.2,2.5,4.22,2.69
chummy,5.95,1.99,4.21,2.26,6.23,2.14
chunga,4.79,1.69,4.55,2.39,4.62,2.2
chupar,3.71,2.72,5.6,2.19,5.47,3.06
chuparse dedos,7.2,1.32,4.95,2.59,5.85,2.22
chupete,5.52,1.86,3.2,2.12,5.11,2.45
chusma,4.77,1.8,3.14,1.71,5.18,2.11
chutney,5.05,1.84,3.38,2.22,5.18,1.56
cianotipo,4.95,1.35,3.71,2.54,5.96,2.01
cianuro,2.7,1.45,5.72,2.67,4.92,2.38
ciberespacio,5.73,1.7,5.04,2.7,5.37,2.31
cicatriz,3.71,1.74,6.55,2.09,4.1,2.5
ciclo,5.64,1.36,4.42,2.29,5.81,1.75
ciclomotor,5,1.79,3.62,2.27,5.38,1.99
ciclón,3.47,1.8,5.09,2.72,3.18,1.92
cicuta,4.65,1.63,3.86,2.25,5.19,2.18
ciego,2.8,1.42,3.73,2.1,3.04,1.99
cielo,7.5,2.24,4.23,2.86,5.22,2.72
cielo,7.32,1.7,2.74,1.91,5.61,2.42
ciempiés,3.95,1.85,4.82,2.3,3.84,1.89
ciencia,6.32,2.21,5.25,2.4,6.74,2.13
ciencias económicas,5.2,1.61,3.7,2.2,4.05,2.13
cieno,3.57,2.01,5,2.1,3.44,1.64
científico,5.95,1.68,4.22,2.29,6.12,2
científico,5.83,1.97,4.14,2.14,6.68,1.49
ciento,6.5,2.12,3.7,2.9,5.67,1.85
ciernes,6.16,1.21,4.48,2.38,6.22,1.7
cierre,5.21,2.37,3.19,1.99,5.7,2.44
cierto,6.11,1.57,3,2.36,6.78,1.8
CIERTO,7.51,1.67,4.98,3.05,7,1.76
ciervo,6.89,1.49,3.95,2.42,4.89,1.79
ciervo,5.16,1.54,4.5,2.06,5.33,1.8
cifra,5.71,1.62,4.55,2.65,5.53,1.99
cifra,5.09,1.54,3.67,2.27,5.39,2.09
cifrado,5.14,1.75,4,2.45,5.32,2.65
cigarrillo,3,2.85,4,2.03,5.05,3.37
cigarro,4.4,1.96,4.27,2.31,6.16,1.71
cilantro,5.81,2.14,2.95,1.47,5.64,2.1
cilindro,5.45,1.15,3.14,2.08,4.57,1.8
cima,6,1.98,4.33,2.31,6.25,2.14
cima montaña,6.5,1.82,4.28,2.8,5.46,2.98
cincel,5.25,1.65,3.55,2.5,5.19,2.42
cincha,4.47,2.25,3.3,1.78,5,2.13
cinco,5.4,0.94,3.55,2.14,5.65,2.36
cincuenta,4.74,1.74,3.45,1.95,5.9,2.02
cine,6.86,1.8,6.05,2.06,5.94,2.25
cineasta,5.48,1.97,3.96,2.98,5.72,2.56
cinematografía,5.43,2.01,4,2.56,6.04,2.03
cinematográfico,6.05,1.53,4.35,2.31,5.96,1.88
cinético,5.11,2.23,4.95,2.52,5.29,1.68
cínico,3.45,1.92,4.68,1.67,4.81,2.29
cínico,3.3,1.45,4.78,2.73,4.95,2.08
cinismo,3.41,1.62,5,2.47,4.79,2.23
cinta,6.7,1.17,3.63,2.29,5.31,1.81
cinta,5.5,1.65,3.4,2.64,5.11,1.88
cinta métrica,5.43,1.63,2.15,1.5,6.86,2.1
cinta métrica,5.05,1.54,4.1,1.62,5.68,2.54
cinta video,5.68,1.29,4.67,2.4,5.59,2.09
cintura,5.32,2.16,4,2.38,6.05,1.99
cintura,4.9,1.94,4.62,2.11,5.18,2.59
cinturón,4.44,1.69,3.45,2.42,5.75,1.94
cinturón seguridad,5.79,1.78,3.55,2.09,4.79,2.65
circo,5.85,2.13,5.45,2.94,4.94,2.21
circuito,4.82,1.3,4.35,2.33,5.56,2.18
circuitos,4.4,1.79,3.33,2.35,5.62,2.39
circulación,5.71,1.38,4.05,2.95,5.59,2.56
circular,5.47,1.26,3.4,2.76,5.25,1.94
circular,5.19,0.68,4,2.45,5.68,2.03
circulatorio,5.47,0.77,4.29,2.05,5.32,1.78
círculo,5.76,1.3,3.33,2.38,5.38,2.27
circuncisión,4.11,2.47,4.73,3.18,3.32,1.81
circunferencia,5.24,1.48,2.71,1.68,5.3,1.88
circunferencia,4.65,0.67,4.39,2.27,4.69,1.78
circunstancia,5,1.3,3.41,2.09,5.5,2.12
circunstancial,4,1.53,4.5,2.09,5.05,1.99
cirque,5.32,0.95,4.6,2.26,5.39,2.19
cirrosis,1.86,1.24,4.76,2.5,3.82,2.54
ciruela,6.15,1.79,2.76,1.95,5.26,2.33
ciruepasa,4.61,1.59,3.14,1.8,5.55,2.78
cirugía,3.18,2.15,5.55,2.61,3.2,2.04
cirujano,5.05,2.01,5.78,2.39,5,2.63
cístico,3.19,1.6,3.55,2.32,4.26,2.21
cita,4.43,1.69,4.8,2.5,6.68,2.26
cita,4.55,1.26,3.71,2.08,5.47,2.35
cita,5.85,1.53,2.95,2.15,5.89,1.89
cita,6.3,1.13,5.1,2.76,6.17,1.83
citación,3.7,1.78,3.8,2.17,3.86,2.21
citación,2.64,1.53,5,2.52,2.67,2.03
citación,3.6,2.01,5.14,2.01,3.84,2.48
citar,4.95,1,4,1.86,6.19,2.04
ciudad,5,0.94,3.45,1.88,5.22,2.07
ciudad,6.12,1.54,5.08,2.54,5.04,2.03
ciudad,5.59,1.5,3.81,2.06,5.47,1.94
ciudad natal,6.8,1.64,3.52,2.44,5.59,2.8
ciudadanía,7.24,1.7,5.58,2.36,5.89,2.47
ciudadano,6.43,1.66,2.63,2.22,5.95,2.66
ciudadela,5.61,1.82,3.85,2.76,5.56,2.18
cívico,5.74,2.13,3.5,2.35,5.5,1.91
civil,5.8,2.07,2.95,2.2,6.04,2.2
civil,5.48,1.6,3.7,2.14,5.58,1.88
civilidad,5.87,1.79,3.18,1.53,5.95,1.99
civilización,6.2,1.61,3.7,2.03,6,2.49
civilizado,6.48,1.63,3.23,2.31,6.52,2.5
cizalla,5.21,1.75,3.57,1.99,5.15,1.87
clambake,4.6,2.19,4.17,2.25,5.4,1.96
clan,5.2,1.94,3.78,2.6,4.35,2.84
clandestino,5.67,1.91,3.95,2.68,4.33,2.08
clandestino,5.89,1.7,5.3,2.36,5.7,2.1
claraboya,6.8,1.24,3.95,2.61,5.5,2.11
claridad,7.26,1.73,3.64,2.32,6.59,1.37
clarinete,4.74,1.15,3.06,2.01,5.06,2.25
clarividente,5.79,2.12,5.35,2.46,5.5,2.48
claro,6.14,1.7,2.71,1.71,6.17,1.76
claro,6.32,1.63,2.82,1.56,5.68,1.84
clase,5.73,1.52,4.43,1.99,5.24,2.31
clásico,6.32,1.55,3.62,2.2,6.29,2.03
clásico,6.79,1.62,3.75,2.53,6.25,2.2
clasificación,4.77,1.34,3.45,2.13,5.74,2.28
clasificación,5.42,1.61,3.86,1.7,6.21,1.93
clasificación,4.64,1.5,4.77,2.39,6.37,2.01
clasificado,5.53,2.09,4.61,2.41,4.68,2.16
clasificar,5.6,1.27,4.25,2.24,6.35,1.65
claustrofobia,2.9,1.55,5.33,3.1,3.71,2.97
claustrofóbico,2.95,1.61,6.19,2.58,3.15,2.39
cláusula,4.9,1.79,3.32,2.19,4.8,2.25
clavada,4.67,2.24,3.6,2.37,5.18,2.86
clave,5.5,1.1,3.71,2.19,6.39,2.36
clavel,5.75,1.71,3.68,2.57,5.52,2.31
clavícula,4.42,1.43,4,2.09,5.25,1.98
clavícula,5.1,1.61,2.86,2.03,5.41,2
clavo,5.53,1.93,3.32,2.59,5.54,2.06
clavo,4.6,1.7,3.05,2.46,5.17,2.12
clemencia,5.15,1.53,3.3,1.72,5.48,1.91
clerical,4.65,1.27,3.15,2.08,4.77,1.8
clérigo,4.65,1.63,3.18,1.97,4.43,1.75
clero,4.8,2.31,2.95,2.11,5.16,2.36
clic,5.7,1.72,2.81,2.2,5.52,2.28
clicker,5.32,0.58,3.62,1.91,5.96,2.24
cliente,5.22,1.59,2.95,1.99,4.83,1.98
cliente,5.86,1.49,3.4,2.06,6.16,2.52
clientela,5.1,1.45,3.74,2.53,5.89,2.17
clima,5.8,1.67,3.95,2.09,4,2.86
clima,6.05,1.59,4.21,2.32,4.37,2.79
clímax,7.53,1.68,6.83,2.29,6.21,2.3
clinch,4.85,1.93,4,2.3,5.09,2.02
cling,4.8,1.58,4,2.12,4.63,2.34
clínica,4.95,1.82,2.95,2.06,4.52,2.06
clínico,4.82,1.65,4.1,2.15,4.7,2.41
clíper,5.67,1.74,3.44,2.33,5.25,1.81
clítoris,5.57,2.46,5.65,2.82,6.08,2.4
clobber,4,1.59,4.43,2.5,4.15,1.69
clon,4.18,1.89,3.95,2.5,5,2.05
clonación,4.29,1.68,4.86,2.41,4.32,2.41
cloqueo,4.75,1.12,3.9,2.12,4.81,2.39
cloro,3.84,2.09,4.43,1.96,5.5,2.02
cloroformo,3,1.75,6.15,2.32,4.19,2.38
cloruro,4.32,1.78,4.36,2.44,5.85,2.06
club,6.5,1.77,3.76,2.39,5.11,2.42
Club nocturno,5.32,2.08,5.08,2.8,5.57,2.23
clunk,4.4,1.43,4.1,2.22,4.88,2.51
coacción,2.82,1.37,4.45,2.22,3.17,1.55
coágulo,2.95,1.8,4.17,2.37,3.71,2.26
coalición,4.9,1.92,3.9,2.07,5.6,2.2
coartada,4.16,1.89,4.5,1.88,5.17,2.3
cobalto,5.63,1.34,3.35,2.32,6.17,1.71
cobarde,2.42,1.64,4.09,2.73,4.09,2.6
cobarde,2.85,1.6,5.14,1.93,3.85,2.45
cobarde,4.05,1.99,4.65,1.93,3.9,2.12
cobarde,2.95,1.39,5.43,2.27,5.62,1.8
cobardía,3.05,1.27,4.25,2.2,3.64,2.5
cobertizo,6.05,1.54,4.83,2.72,5,1.73
cobertizo,5.37,1.86,3.64,2.19,5.59,2.02
cobertura,5.77,1.45,3.19,2.04,5.96,2.2
cobertura,5.14,1.32,3.39,2.08,5.95,2.63
cobija,7.05,1.54,2.23,1.74,6.75,1.92
cobra,4.42,2.34,5.71,2.8,3.74,2.36
cobre,5.6,1.67,4.14,2.22,6.19,2.02
Coca,6.55,1.99,4.3,2.65,5.53,2.12
Coca,6.62,1.91,4.45,2.76,5.67,2.42
cocaballo,7.05,1.32,3.53,2.41,5.52,2.96
cocaína,3.05,2.44,4.5,2.77,3.56,2.38
cocción,6.77,1.85,4.19,2.62,7.27,2.12
coche deportivo,6.67,1.74,4.86,3,5.69,1.59
coche fúnebre,2.78,1.7,3.64,2.68,3.21,1.95
cochecito,5.75,1.71,3.22,1.81,5.68,1.91
cochero,5.22,1.56,3.05,2.11,4.28,1.54
cocina,5.52,1.72,3,2.2,5.67,2
cocina,6.88,1.73,4.51,2.82,5.75,2.05
cocina,6.17,1.98,3.52,2.62,5.89,2
cocinar,7.12,1.62,4.33,2.47,6.25,2.63
cocinero,6.15,1.81,3.05,1.81,6.67,2.11
cockamamie,4.14,1.93,4.04,1.89,4.56,1.85
coco,3.81,2.29,4.67,2.61,3.69,1.83
Coco,6.55,2.04,4.67,2.69,5.76,2.39
cocodrilo,4.23,1.88,5.36,2.3,4.1,2.49
cocodrilo,3.15,1.93,6.48,1.86,3.47,2.39
cóctel,6.95,1.91,5.6,2.02,5.86,2.66
coctelera,5.19,1.12,3.58,2.67,5.7,2.3
codazo,4.14,1.28,5.41,2.7,6.74,1.66
codeína,4.85,2.08,4.72,2.95,3,1.98
codicia,2.48,1.47,4.45,2.26,4,2.55
codiciado,5.95,1.82,4.88,2.47,4.39,2.35
codiciar,4.48,1.66,4.04,2.46,5,2.33
codicioso,2.1,1.48,4.76,2.17,4,2.39
codificación,5.24,1.18,3.45,1.99,4.62,2.01
código,4.67,1.37,2.76,2.23,4.83,2.07
codo,5.38,1.07,3.2,2.12,6.02,2.31
codorniz,5.43,1.16,2.67,2.37,5.2,2.19
coed,5.68,1.45,3.62,2.44,4.48,2.04
coerción,3.5,1.43,4.33,2.31,5.12,2.6
coexistir,5.95,2.24,3.48,2.68,5.92,2.12
cognitivo,5.68,1.7,5.27,2.1,6.47,2.06
coherente,5.95,1.82,3.09,1.93,5.96,2.23
cohete,5.8,1.36,5.04,2.69,5.57,2.56
coincidencia,5.58,1.46,3.86,1.93,4.64,2.17
coincidente,5.68,1.25,4.15,2.28,4.46,2.19
coincidir,5.27,1.03,3.88,2.21,5.25,1.85
coito,7.22,1.82,6.5,2.6,6,2.71
cojear,2.81,1.29,3,2.25,4.45,2.3
cojín,5.9,1.61,2.76,1.55,6.44,1.8
cojinetes,5.43,1.16,3.29,2.24,5.32,1.64
cojo,3.2,1.15,2.74,1.66,3.45,1.63
cojones,4.68,1.29,4.38,2.65,4.75,2.34
col rizada,5.79,2.2,3.29,2.27,5.5,2.25
cola,5.67,1.8,4.29,1.95,6,2.04
cola,5.26,1.56,3.1,2.31,5.17,1.76
cola,5.3,1.66,3.27,1.88,5.32,1.89
colaboración,5.19,1.33,4.39,2.29,6.21,1.75
colaborador,4.91,2.2,4.73,2.43,5.45,2.5
colaborar,6.15,1.73,4.3,1.75,6.23,1.74
colágeno,4.26,2.05,3.8,2.78,4.8,2.38
colapso,3.37,1.26,6.14,2.29,3.74,2.03
colateral,4.11,2,3.9,2.17,5.55,2.5
colcha,6.05,1.19,2.7,1.69,6,2.35
colchón,5.74,2.42,3.45,2.22,6.17,1.9
colección,5.9,1.29,4.44,2.41,6.9,1.65
coleccionista,5.27,1.98,4.91,2.14,5.47,2.89
colectivo,5.19,1.89,2.86,1.64,5.4,2.28
colector,4.8,1.74,3.22,1.86,4.91,1.34
colega,5.26,2,3.5,1.99,5.7,2.3
colegial,5.3,1.56,4.95,2.24,5.85,1.76
colegial,5.53,1.35,2.89,1.63,4.48,1.91
colegiala,5.91,1.81,4.86,2.8,5.9,2.59
colegio,5.41,2.26,4.57,2.36,5.88,2.39
cólera,2.68,1.49,4,2.26,4.35,2.81
colesterol,3.76,1.76,3.05,2.2,5.95,2.42
colgante,5.83,1.54,4.05,2.01,5.68,2.43
colgar,4.76,2.17,4.25,2.53,3.95,2.13
colgar,3.1,1.84,4.86,2.37,4.61,2.12
colgar,6.45,1.84,4.81,2.48,6.21,1.96
colibrí,6.74,2.12,4.68,2.55,5.3,2.45
cólico,2.95,1.43,2.89,1.97,2.95,1.76
coliflor,5.35,1.98,2.29,1.27,5.87,2.58
colina,5.41,1.62,3.15,1.79,6.95,1.75
colina,6.15,1.27,3.09,1.8,6.44,2.21
coliseo,5.56,1.5,4.06,2.36,5.94,2.41
colisión,2.95,1.54,5.9,2.1,2.57,1.83
collage,5.05,1.47,3.44,2.28,4.53,2.29
collar,4.95,1.75,3.33,2.03,4.63,2.36
collar,6.85,1.53,3.52,2.6,5.64,2.29
collie,6.8,1.58,3.68,2.15,5.79,1.69
colmena,4.26,2.58,5.39,2.68,4.47,1.87
colmena,4,1.37,4.28,2.27,5.71,2.28
colmena,5.19,1.97,3.64,2.24,5.31,2.09
colmillo,4.62,1.66,4.12,2.59,5.55,2.35
colocación,4.96,1.15,3.48,2.2,6.2,1.96
colocarse,4.68,1.16,3.28,2.05,4.06,2.36
colon,4.04,2.08,3.64,2.24,4.7,2.27
colonia,6.05,1.1,3.6,1.98,5.44,2.04
colonia,5.52,1.17,4.17,2.21,5.04,2.11
colonial,4.95,1.66,2.71,2.29,5.1,2.25
colónica,3.85,2.01,3.86,1.85,4.44,2.29
colonoscopia,2.6,1.6,4.05,2.73,3.4,2.2
color,7.05,2.22,3.18,1.62,5.95,1.8
color ante,6.21,1.81,4.59,2.5,5.39,2.46
color malva,5.1,1.48,2.88,2.15,5.37,2.01
colorante,6.29,1.4,4.41,2.59,6.77,1.69
colores,6.57,1.6,4.73,2.27,5.36,1.73
colorete,5.55,1.5,4.18,2.58,5.48,2.24
colorido,7.43,1.4,3.59,2.58,5.96,2.07
colosal,4.33,1.46,4.96,2.4,5.14,2.37
columna,5,1.28,3.11,1.74,5.24,2.16
columna vertebral,5.16,1.71,4.05,2.58,6.4,1.98
columnista,5.47,1.26,3.25,2.02,5.5,2.27
com,5.76,1.45,4.35,2.32,6.11,2.31
coma,1.89,0.99,3.05,2.01,2.71,2.18
coma,4.47,2.17,3.23,2.58,5.11,2.49
comadreja,3.71,1.62,4.92,2.04,4.77,2.45
comandante,5.16,1.71,3.95,2.24,4.38,2.43
comandante,4.73,1.96,4.6,2.26,6.68,2.52
comando,4.19,1.5,4.65,2.43,7.21,2.15
comando,5.52,1.57,5.95,2.2,4.47,1.65
comatoso,2,1,3.15,2.21,3.4,2.21
combate,3.9,0.94,3.67,2.7,5.3,1.98
combate,2.95,1.78,6.09,2.18,4,2.2
combativo,3.65,1.95,5.6,1.94,4.59,2.59
combinación,5.47,1.65,3.5,2.24,5.96,1.65
combinar,4.84,1.5,3.64,2.19,5.54,2.19
combo,6.17,1.42,4.48,2.09,5.5,2.15
combustible,4.1,2.07,3.96,2.48,6.21,2.39
combustión,4.43,2.01,6.26,2.65,4.14,2.33
comedia,8.05,1.37,6,1.9,5.55,2.21
comedia enredo,6.1,1.22,3.29,2.87,4.9,2.15
comediante,7.6,1.19,5.78,2.04,6.48,1.91
comentario,5.65,1.73,3.56,2.12,5.96,2.29
comentario,5.5,1.67,3.5,1.85,5.45,2.15
comentarista,5.11,1.94,4.1,2.45,5.17,1.95
comenzando,6.39,2.12,3,2.7,5.72,2.27
comenzar,6.44,2.04,2.85,2.23,5.72,2.3
comenzar,5.32,1.64,3.81,2.69,5.95,1.91
comer,7.1,1.73,4.38,2.79,7.26,2.01
comercial,4.11,1.41,4.43,2.13,4.35,1.47
comercialización,4.83,1.85,4.75,2.33,5.09,2.56
comerciante,4.18,1.99,5.42,2.24,5,2.24
comerciante,5.21,1.36,3.68,2.08,5.18,2.04
comerciante,5.47,1.81,3.5,2.37,5.8,1.91
comercio,5.21,1.69,3.95,2.06,4.85,2.21
comercio,5.91,2.04,4.45,2.86,6.26,2.28
comestible,6.68,2.16,5.15,2.68,6.45,2.11
cometa,6.9,1.68,4.8,2.65,4.64,2.04
cometa,6.9,1.45,4.2,2.63,6.24,2.37
cometer,5.85,1.81,3.5,2.13,6.63,2.32
cómico,7.5,1.47,4.3,2.45,5.6,1.71
cómico,6.95,1.27,5.1,2.39,5.64,2.42
cómics,6.95,1.87,4.41,2.79,5.3,2.01
comida,6.77,1.38,4.7,2.57,6.63,1.71
comida,7.52,1.38,4.69,2.63,6.08,2.15
comida,4.16,2.41,4.45,2.46,4.87,1.98
comida,7.05,1.86,4.85,3,7.11,1.91
comida al aire libre,7.11,1.24,4.86,2.33,6.3,2.01
comienzo,5.68,1.92,5.73,1.78,4.59,2.04
comienzo,4.35,1.73,4.39,2.64,4.62,2.14
comilón,4.42,1.57,5.14,2.31,4.5,2.52
comisario,5,1.75,3.36,2.04,5.95,1.79
comisión,5.81,2.06,4.59,2.5,5.38,2.14
comisionado,4.68,0.89,3.25,1.83,5.65,2.9
comité,5.52,1.72,3.56,2.33,5.56,2.36
como,7.44,1.46,4.4,2.5,6.28,1.45
comodidad,7.24,1.92,2.76,1.92,7.18,1.65
comodín,5.67,2.01,4.21,2.93,5.05,2.42
cómodo,7.67,1.53,2.38,1.83,6.89,2.25
cómodo,5.95,1.54,4.23,2.74,5.81,2.09
comodoro,4.82,1.65,3.05,2.06,5.14,1.81
comp,6.16,1.71,3.52,2.25,5.74,2
compacto,4.95,1.75,3.75,2.02,5,1.93
compadecerse,6,2.05,3.73,2.14,7.05,1.81
compañera cuarto,5.29,1.45,4.13,1.82,4.52,1.96
compañerismo,7.9,1.45,5.05,2.42,6,2.14
compañerismo,6.43,2.27,2.91,2.15,5.94,2.71
compañero,5.3,1.92,4.18,2.02,6,2.13
compañero,7.25,1.55,4.06,1.95,6.09,1.8
compañero,7.3,1.49,4.25,1.96,5.68,2.32
compañero,6.28,1.81,3.05,1.8,6,1.28
compañero,7.18,1.76,5.95,2.74,6.79,2.02
compañero,7.11,2.05,3.7,2.77,6,2.25
compañero,6.14,2.2,4.08,2.12,5.79,2.18
compañero,6.2,1.47,3.74,1.91,5.68,1.55
compañero celda,2.2,1.47,4,2.47,2.41,1.62
compañero clase,5.95,2.2,3.32,2.03,5.61,2.85
compañero juego,7.3,1.53,4.38,2.25,5.58,1.89
compañero trabajo,5,1.2,3.57,1.91,4.55,2.26
compañía,5.64,1.36,3.29,2.1,5,2.1
compañía,5.24,1.81,3.7,1.98,5.62,2.22
comparable,5.4,1.35,4,2.2,5.95,1.72
comparación,5.11,0.88,2.92,1.74,5.64,2.06
comparar,5.09,0.81,3.78,2.37,6.37,1.8
comparativo,5.05,1.39,3.91,2.47,6.56,1.72
compartimiento,5.36,1.22,3.57,2.17,4.89,2.35
compartir,6.22,2.46,3.2,2.21,6.44,2.33
compasión,7.9,1.14,4.5,2.17,6.36,2.32
compasivo,7.95,1.22,4.73,2.69,6.86,2.14
compatibilidad,6.5,1.73,5.32,2.65,5.5,1.96
compatible,6.29,1.79,4.04,2.12,6.29,1.82
compenetración,6.26,1.69,3.73,2.75,5.61,1.85
compensación,6.55,1.88,4.73,2.75,6.63,2.06
compensar,6.36,2.17,5.47,2.74,6.2,2.02
compensar,4.79,1.75,4.05,2.06,4.75,2.15
competencia,6.15,2.08,3.72,2.67,6.5,2.52
competencia,5.33,1.56,5.75,2.86,5.14,2.71
competencia,6.79,1.47,3.86,1.93,6.86,1.86
competente,6.05,2.06,4.09,2.66,6.44,2.38
competente,6.44,1.76,3.43,2.2,6.43,2.11
competidor,4.45,2.02,6.32,2.44,5.68,2.58
competir,5.35,1.84,4.4,2.23,5.68,1.91
competitivo,5.45,1.36,5.7,2.52,5.5,2.26
compilar,5.21,1.08,3.75,2.25,5.82,2.33
complacer,6.33,2.06,5.2,2.63,5.5,2.43
complaciente,4.53,1.65,3.71,2.53,5,1.91
complaciente,6.83,2.04,2.76,2.05,6.5,1.95
complejidad,5.37,1.46,5.13,2.22,5.84,2.01
complejo,4.21,1.87,4.6,2.48,5.25,2.24
complemento,6.7,1.3,5.9,1.94,6.77,1.48
completo,6.5,2.2,2.57,2.6,7.17,2.15
completo,6,2.02,3.48,2.04,6.06,2.38
complicación,3.05,1.68,4.55,2.39,3.83,2.01
complicado,3.82,2.26,5.75,2.4,5.79,2.44
complicar,3.3,1.26,4.95,2.09,4.52,2.29
cómplice,4.6,1.39,4.5,2.61,5.2,2.5
complicidad,4.45,1.85,3.59,2.46,5.56,2.53
componente,5.62,1.77,4.27,2.16,5.74,2.28
componer,5.64,1.33,3.85,2.06,5.8,2.09
comportamiento,5.28,1.71,4.27,2.16,5.88,1.92
comportamiento,5.32,1.57,2.9,1.58,5.3,2.32
comportarse,6.25,1.65,3.72,2.42,7.05,1.94
composición,5.52,1.78,3.4,2.22,5.89,1.7
compositor,6.42,1.92,3.36,2.11,5.59,2.15
compositor canciones,6.25,1.62,4.43,2.17,6.71,1.52
compost,5.47,2.04,2.71,1.65,4.52,2.35
compra,6.47,1.26,5.1,1.94,6.64,1.65
comprador,5.9,1.58,3.95,1.96,5.76,2.22
comprador,5.29,1.49,3.94,2.53,6.06,2.05
comprar,6.82,1.84,4.29,2.43,6.78,1.96
comprender,6.57,1.75,3.94,1.86,6.73,1.78
comprender,6.68,1.84,3.52,2.16,6.71,1.61
comprensible,6.5,1.37,3.48,2.37,6.67,2.1
comprensión,6.24,1.14,3.33,2.82,6.1,2.29
comprensión,5.45,1.47,4.05,2.56,6.48,2.06
comprensión,6.4,1.19,4.23,2.45,6.44,1.97
comprensión,7.14,1.74,3.09,2,7.31,1.62
comprensivo,6.79,1.18,3.6,2.19,6.08,2.04
compresión,4.79,1.99,4.19,2.42,4.77,2.49
compresor,5.32,1.38,3.62,2.27,5.13,2.47
comprimido,4,1.81,3.57,2.19,4.83,2.23
comprimir,4.85,1.31,5,2.32,4.88,1.99
comprobar,5.3,1.49,3.17,1.99,6.29,1.65
comprobar,6.55,1.87,3.38,2.18,4.67,1.85
comprometido,6.78,1.85,5.2,2.31,5.42,2.57
compromiso,6.33,1.74,4.26,1.91,6,2.25
compromiso,5.62,1.6,3.36,1.93,6.37,2.52
compromiso,6.65,2.58,5.19,2.34,6.29,2.08
compuesto,4.89,1.78,3.55,2.22,5.35,1.47
compuesto,5.62,1.36,3.5,1.71,5.45,1.74
compulsión,3.95,1.15,4.89,3.01,3,1.35
compulsivo,4.5,1.7,4.67,2.61,4.35,2.58
computación,6.09,2,3.67,2.56,6.6,1.96
computadora,6.84,2.01,4.92,2.96,6.58,2.23
computadora portátil,6.95,1.56,4.62,2.81,6.5,2.06
computerizado,6.37,1.98,4.25,2.36,5.84,2.61
común,5.94,2.13,2.43,1.83,5.83,1.95
comuna,5,1.73,3.77,2.14,5.24,1.92
comunal,5.47,1.93,3,1.92,4.89,2.08
comunicación,6.73,1.45,4.16,2.32,6.43,1.69
comunicador,5.42,1.64,3.33,1.62,5.39,1.95
comunicarse,6.28,1.6,3.79,2.37,6.8,1.87
comunidad,6.09,1.95,3.8,2.67,7.11,1.88
comunión,5.37,2.11,3.5,2.28,4.71,1.92
comunismo,2.94,2.46,5.1,2.73,3.12,2.46
comunista,3.86,1.96,4.76,2.61,4.22,2.33
comunista,3.22,2.29,5.1,2.47,4.12,2.96
con alas,5.9,1.61,3.87,2.18,5.61,2
con clase,6.63,1.92,4.14,2.08,6.21,1.91
con corazón roto,2.47,1.54,5.41,3.19,3.47,2.15
con corrientes aire,4.3,1.08,3.73,2.25,4.89,2.12
con cuernos,4.2,1.58,4.61,2.59,3.95,1.76
con derecho preferente,4.26,1.79,3.77,2,5.39,2.02
con garra,4.78,2.05,4.32,3.05,3.96,1.71
con hielo,5.75,1.65,4,2.4,5.18,1.82
con miedo,2.25,1.16,5.12,2.57,2.71,1.9
con monograma,4.79,2.1,2.82,1.59,4.78,2.24
con ojos vendados,4.55,1.39,3.65,2.41,3.5,2.5
con plomo,4.52,1.4,3.52,2.04,4.23,1.84
coñac,4.85,2.39,4.81,2.38,5.42,2.72
concebible,5.6,1.27,4.41,2.3,6.53,1.84
concebir,5.63,1.26,4.95,2.2,5.92,2.56
conceder,4.48,1.66,2.73,1.86,4.78,2.33
concejal,4.44,2.12,3.05,1.89,5.04,1.36
concejal,4.19,1.89,3.26,2.24,5.12,1.81
concentración,5.45,1.44,4,2.66,6.63,1.86
concentrarse,6.46,1.52,5.11,2.08,6.67,1.43
concepción,6,1.84,6.09,2.23,4.44,2.2
concepto,4.89,1.78,2.9,1.7,5.37,2.06
concepto erróneo,3.65,0.81,3.45,2.24,4.33,1.68
conceptos básicos,5.86,1.24,3.14,2.03,5.55,2.01
concesión,5.32,1.84,3.71,2.05,5.8,2.12
concesión,5.15,1.63,2.9,1.83,4.41,1.74
concha,5.37,0.96,3.48,1.81,5.14,2.23
conciencia,6.45,1.61,3.73,2.55,7.22,1.93
conciencia,5.9,2.29,3.95,2.44,5.41,2.82
